track_name,artist_name,released_year,released_month,genre,streams,danceability,energy,valence,acousticness,speechiness,instrumentalness,duration_ms,bpm,key,mode,region
Dream Dream 500,Drake,2021,7,Indie,7176755,0.566,0.9,0.364,0.122,0.328,0.0,248799,120,G#,0,Global
Stars Love 482 (feat. X),Billie Eilish,2008,10,Electronic,10109102,0.719,0.9,0.435,0.256,0.194,0.2212,248253,159,D#,1,South America
Shadow Rain 415(Remix),The Weeknd,2011,7,Latin,31744435,0.618,0.48,0.052,0.327,0.184,0.0291,202579,77,G,0,Oceania
Light Dance 112,Billie Eilish,1993,1,R&B,11685235,0.396,0.677,0.504,0.123,0.272,0.0454,209978,122,F#,1,Asia
Night Shadow 179,Post Malone,2022,5,Pop,1970465,0.677,1.0,0.392,0.025,0.027,0.0003,217649,132,F#,1,Europe
Fire Fire 421 - Live,The Weeknd,1997,7,Hip-Hop,14263267,0.524,0.655,0.354,0.15,0.069,0.0081,177599,158,C,1,Africa
Shadow Fire 467,BTS,2008,2,Country,16882568,0.582,0.449,0.679,0.343,0.088,0.0124,158821,152,E,1,Global
Sun Rain 449,Imagine Dragons,2004,6,R&B,21363897,0.653,0.289,0.475,0.055,0.084,0.0156,211256,162,C,0,North America
Heart Night 373,Ed Sheeran,2021,9,Electronic,7133984,0.493,0.329,0.198,0.185,0.122,0.0085,220383,119,E,1,Global
Stars Night 314,Imagine Dragons,2021,8,Pop,3699272,0.648,0.549,0.628,0.144,0.009,0.0,137847,112,D#,0,Africa
Shadow Night 151,Billie Eilish,2009,10,Pop,6745115,0.521,0.85,0.423,0.337,0.024,0.0002,245989,105,F,1,Europe
Moon Moon 582,Adele,1992,6,Latin,6794955,0.673,0.636,0.655,0.07,0.196,0.1195,181426,96,A#,0,Europe
Rain Moon 233,Indie Artist 98,2019,7,R&B,5349363,0.658,0.397,0.726,0.277,0.337,0.0679,197946,131,A,0,Global
Night Love 306(Remix),Ariana Grande,2011,7,Electronic,16086471,0.775,0.47,0.371,0.043,0.107,0.0774,230606,105,F,0,Oceania
Light Stars 549,Adele,2019,11,R&B,19723059,0.42,0.87,0.419,0.338,0.017,0.1322,211378,105,F,0,Asia
Moon Heart 164,Billie Eilish,1999,7,Latin,4404451,0.263,0.827,0.434,0.16,0.093,0.0775,224736,102,F#,1,Global
Moon Heart 317,Shawn Mendes,2023,6,Pop,481016,0.491,0.955,0.188,0.536,0.032,0.0385,223719,151,G#,1,Oceania
Rain Love 136,Ariana Grande,2011,4,Country,825300,0.7,0.682,0.791,0.262,0.191,0.0034,223895,120,F,0,Asia
Stars Dream 410,Drake,2011,10,Hip-Hop,35737645,0.344,0.461,0.787,0.412,0.278,0.0363,214871,119,D,0,Europe
Moon Light 197 (feat. X),Beyonce,2016,9,Pop,1336561,0.657,0.685,0.687,0.067,0.112,0.417,233798,107,F,0,Europe
Fire Fire 568 (feat. X),Adele,2019,2,R&B,18518721,0.882,0.624,0.694,0.015,0.232,0.3031,149899,133,D#,1,Oceania
Rain Shadow 258Part II,Taylor Swift,2008,2,Pop,16803531,0.621,0.404,0.326,0.2,0.063,0.1334,233435,90,B,0,Africa
Fire Stars 232,Indie Artist 73,2013,8,Indie,9444249,0.432,0.531,0.364,0.173,0.083,0.3697,183215,119,E,0,South America
Shadow Night 115 (feat. X),Imagine Dragons,2012,12,Electronic,8725372,0.898,0.455,0.692,0.366,0.309,0.0067,179213,60,F,1,Africa
Dance Moon 120 - Live,Coldplay,2019,5,Latin,137804,0.589,0.327,0.429,0.303,0.127,0.0102,242914,87,D#,1,Asia
Sun Heart 488 (feat. X),Ed Sheeran,2020,10,R&B,31609257,0.334,0.893,0.537,0.496,0.165,0.1892,174365,85,A,1,Africa
Stars Shadow 376 (feat. X),Indie Artist 30,2013,11,Electronic,11123959,0.558,0.822,0.31,0.27,0.007,0.0084,260769,63,B,0,Global
Light Fire 384Part II,Drake,2015,3,Latin,22093169,0.817,0.517,0.414,0.05,0.012,0.002,240298,83,F#,0,Europe
Dance Night 224,Justin Bieber,2009,8,Country,5854119,0.485,0.594,0.06,0.364,0.06,0.0237,201078,105,C,0,Asia
Light Shadow 567 - Live,The Weeknd,2017,4,Rock,19540511,0.634,0.487,1.0,0.127,0.068,0.0347,226968,139,G,0,Africa
Dance Light 456,Justin Bieber,2014,3,Indie,9459067,0.931,0.614,0.0,0.487,0.07,0.0624,189503,124,A,1,Africa
Moon Dance 347 (feat. X),Bad Bunny,2001,11,Pop,2821367,0.732,0.583,0.561,0.325,0.222,0.0253,243039,124,F,0,Global
Light Dream 127(Remix),Dua Lipa,2019,4,Indie,32385014,0.668,0.348,0.541,0.363,0.104,0.028,201910,105,E,1,North America
Dance Shadow 590 - Live,Justin Bieber,2019,11,Pop,1555246,0.62,0.455,0.485,0.351,0.037,0.0147,220157,119,D,0,Global
Love Moon 285 (feat. X),Ariana Grande,2016,9,Pop,1442052,0.539,0.142,0.764,0.208,0.292,0.038,215397,126,D#,0,Europe
Dance Light 553 - Live,Coldplay,2001,6,Indie,2806322,0.694,0.664,0.244,0.512,0.351,0.039,236034,114,C#,0,Oceania
Stars Fire 43,Ed Sheeran,1994,9,Electronic,5180974,0.294,0.42,0.444,0.416,0.218,0.0003,221804,98,D#,0,Oceania
Shadow Dream 107,Beyonce,1990,8,Latin,1593717,0.43,0.561,0.0,0.637,0.163,0.012,256427,123,B,1,Asia
Shadow Fire 564,Imagine Dragons,1990,6,Electronic,1279683,0.671,0.11,0.533,0.073,0.121,0.0174,159175,95,B,0,Asia
Stars Light 444,Adele,1991,5,Electronic,7602768,0.574,0.729,0.756,0.221,0.141,0.144,219344,105,D#,1,South America
Shadow Heart 133(Remix),Justin Bieber,1995,8,Pop,4935502,0.462,0.678,0.339,0.265,0.0,0.0003,238754,115,D,0,Europe
Rain Shadow 495Part II,The Weeknd,2021,9,Latin,13457635,0.497,0.517,0.526,0.143,0.034,0.0062,203309,115,D,0,North America
Fire Dream 44 (feat. X),Bad Bunny,2019,12,Pop,1002077,0.763,0.621,0.69,0.131,0.064,0.0049,194121,109,D,1,North America
Dream Shadow 169,Drake,2004,11,Electronic,9967738,0.544,0.679,0.537,0.187,0.108,0.1866,196406,127,G,1,Oceania
Moon Heart 65,Taylor Swift,2018,7,Latin,26716902,0.771,0.398,0.18,0.087,0.034,0.0499,199040,113,C,1,Oceania
Heart Dance 283,Justin Bieber,2001,6,Latin,5553789,0.749,0.632,0.551,0.187,0.187,0.1602,200076,99,A#,1,Europe
Night Light 85 - Live,Coldplay,2019,4,R&B,3967428,0.655,0.931,0.455,0.357,0.053,0.2399,237074,114,F,0,North America
Sun Stars 242,Adele,2023,8,Electronic,11877539,0.648,0.831,0.759,0.252,0.141,0.0442,193984,96,G,1,North America
Stars Sun 186(Remix),Shawn Mendes,1994,3,Latin,37680896,0.523,0.875,0.633,0.217,0.184,0.0305,199299,120,B,0,Global
Heart Love 326,Ariana Grande,2018,7,Country,696404,0.615,0.183,0.835,0.194,0.363,0.007,239142,123,A,0,South America
Fire Sun 159(Remix),BTS,2018,11,Hip-Hop,4773168,0.372,0.09,0.41,0.265,0.134,0.2416,209195,99,F,1,Europe
Dream Sun 12,Coldplay,1998,11,Hip-Hop,5089671,0.591,0.772,0.303,0.379,0.093,0.0342,225437,134,C#,0,North America
Dance Stars 35 (feat. X),Justin Bieber,2011,10,Country,10785534,0.474,0.63,0.427,0.285,0.145,0.0118,194471,114,C#,0,South America
Fire Dream 28,Drake,2012,7,Rock,13124810,0.324,0.37,0.375,0.259,0.203,0.0989,272439,103,G,1,Oceania
Dance Night 170,Bad Bunny,2015,1,Latin,10823975,0.843,0.765,0.156,0.565,0.125,0.0004,184594,134,G,1,South America
Light Heart 142,Bad Bunny,2008,6,Country,13479273,0.619,0.409,0.796,0.501,0.051,0.0022,194070,120,C#,0,Asia
Moon Stars 236 - Live,Billie Eilish,2002,9,Electronic,9460786,0.479,0.673,0.346,0.14,0.079,0.049,243241,97,F#,1,South America
Rain Night 463 (feat. X),Beyonce,2006,4,Rock,36709885,0.538,0.733,0.455,0.047,0.324,0.0768,214504,124,C#,1,South America
Dance Night 496,Dua Lipa,2022,9,Indie,5028209,0.864,0.509,0.157,0.347,0.086,0.0001,223122,94,A#,0,North America
Shadow Moon 221,The Weeknd,2006,1,Pop,21232873,0.435,0.856,0.477,0.189,0.158,0.0146,246364,100,A,1,Oceania
Moon Moon 544(Remix),Shawn Mendes,2022,11,Hip-Hop,3626377,0.66,0.63,0.667,0.195,0.005,0.0295,201948,117,G#,0,Asia
Shadow Moon 95,BTS,2002,4,Hip-Hop,27641007,0.705,0.54,0.735,0.445,0.011,0.1355,178097,92,D#,1,South America
Stars Heart 51(Remix),Adele,2020,2,Electronic,6213000,0.668,0.814,0.254,0.255,0.084,0.008,184591,78,A#,1,Africa
Moon Light 240(Remix),Ed Sheeran,2020,7,Country,3343557,0.396,0.64,0.61,0.344,0.232,0.0051,213721,97,D#,0,Europe
Heart Rain 507,Beyonce,2019,6,Pop,9729905,0.559,0.427,1.0,0.258,0.229,0.0762,246616,150,B,1,South America
Love Fire 351,Beyonce,1995,11,Rock,13788876,0.659,0.625,0.92,0.349,0.512,0.1084,167333,109,C#,0,South America
Dream Sun 516 - Live,Shawn Mendes,2016,3,Latin,4154123,0.502,0.264,0.415,0.275,0.034,0.1764,268236,111,D,1,Africa
Dream Moon 178,Imagine Dragons,2008,6,Indie,6378050,0.633,0.424,0.482,0.268,0.043,0.0285,268597,113,C#,1,Africa
Love Light 460(Remix),Taylor Swift,2002,9,Indie,615757,0.268,0.565,0.667,0.094,0.152,0.0511,240811,97,F#,1,Global
Rain Dream 526,Drake,2008,2,Hip-Hop,29870115,0.336,0.555,0.306,0.399,0.154,0.0081,206288,124,D#,1,Africa
Light Heart 41,Indie Artist 57,1996,3,Hip-Hop,396802,0.799,0.635,0.642,0.136,0.027,0.0004,190421,104,C,0,Africa
Dream Heart 554,Ed Sheeran,2020,10,R&B,26533446,0.467,0.427,0.551,0.222,0.228,0.024,207859,144,C,0,Asia
Night Rain 522,Coldplay,2014,8,Electronic,23280273,0.374,0.591,0.382,0.233,0.013,0.0006,260599,96,C#,0,Asia
Stars Sun 206 (feat. X),Imagine Dragons,2005,10,Pop,1702478,0.657,0.489,0.358,0.523,0.265,0.0723,176785,87,B,0,North America
Shadow Sun 392 (feat. X),Coldplay,1999,9,Electronic,4993184,0.68,0.263,0.457,0.081,0.315,0.0153,291688,92,C,1,Asia
Light Dance 282 - Live,Beyonce,2017,9,Indie,37259914,0.485,0.397,0.562,0.05,0.018,0.0018,223801,114,B,0,North America
Sun Moon 358,Adele,2004,1,Latin,13282591,0.666,0.353,0.713,0.19,0.103,0.1456,249162,78,D#,1,Africa
Moon Fire 397 (feat. X),Bad Bunny,1996,1,R&B,20006746,0.491,0.731,0.314,0.188,0.078,0.1324,263264,80,G,1,Asia
Fire Night 254Part II,BTS,1995,3,Latin,40519228,0.672,0.41,0.665,0.077,0.404,0.026,189769,95,D,1,Africa
Dance Shadow 217,Bruno Mars,1992,3,R&B,7153955,0.363,0.903,0.869,0.134,0.138,0.2079,239856,86,F,0,Oceania
Heart Night 4Part II,Drake,2023,8,Pop,6384952,0.792,0.494,0.609,0.122,0.063,0.0096,201868,97,F,1,Africa
Night Heart 256,Billie Eilish,2009,6,R&B,27338494,0.509,0.707,0.582,0.267,0.021,0.0663,149009,152,C#,0,Asia
Stars Dance 563,Coldplay,2022,5,Country,20833464,0.906,0.56,0.854,0.039,0.146,0.0693,201611,107,G,0,Global
Love Shadow 533Part II,Ed Sheeran,1998,9,Latin,7704507,0.57,0.611,0.411,0.05,0.055,0.0584,244484,78,C#,1,South America
Sun Stars 430 (feat. X),Shawn Mendes,1999,12,Hip-Hop,8174319,0.77,0.578,0.792,0.424,0.258,0.0508,201112,112,C,0,Europe
Dance Sun 100,The Weeknd,2019,7,R&B,11410713,0.706,0.595,0.324,0.265,0.044,0.0015,216398,139,G,1,South America
Sun Sun 226(Remix),Dua Lipa,2013,5,Country,6710778,0.576,0.769,0.158,0.476,0.277,0.017,186186,112,F,0,Global
Shadow Moon 448,Ed Sheeran,2013,9,Country,4541027,0.468,0.616,0.733,0.221,0.14,0.253,253178,118,A,0,North America
Heart Dream 547Part II,Beyonce,1996,10,Hip-Hop,3079331,0.227,0.413,0.332,0.229,0.02,0.0455,176793,136,G,0,Europe
Fire Moon 571 - Live,Imagine Dragons,2009,1,Country,31279052,0.695,0.5,0.699,0.378,0.194,0.1621,205307,103,C,1,South America
Dream Light 213,Justin Bieber,2020,4,Electronic,13192739,0.318,0.706,0.483,0.26,0.088,0.0292,165114,117,B,0,South America
Heart Night 359 - Live,Shawn Mendes,2015,6,Pop,5031273,0.689,1.0,0.514,0.505,0.107,0.1055,210587,93,G,0,Europe
Night Rain 171,Post Malone,2009,5,Pop,31717190,0.537,0.235,0.286,0.554,0.021,0.0003,228851,105,G,0,Europe
Dance Night 98,Shawn Mendes,2010,5,Electronic,8134976,0.806,0.79,0.545,0.2,0.159,0.1165,121788,149,C,1,South America
Sun Rain 292(Remix),BTS,2003,2,R&B,1436766,0.554,0.661,0.683,0.295,0.13,0.0202,182624,113,G#,1,Global
Sun Dream 215,Bruno Mars,2004,12,Latin,32413077,0.345,0.601,0.664,0.49,0.18,0.0402,221312,60,C#,0,Asia
Rain Fire 61 (feat. X),Bruno Mars,1996,4,Country,23767278,0.671,0.595,0.664,0.371,0.029,0.0001,225890,73,A#,1,Africa
Light Shadow 406,Drake,2009,5,Country,22491353,0.53,0.901,0.507,0.215,0.023,0.0108,171893,116,B,1,Global
Shadow Fire 47,Taylor Swift,2008,5,Hip-Hop,8678758,0.544,0.807,0.152,0.268,0.012,0.007,171510,104,F,1,Oceania
Sun Night 32 (feat. X),Ed Sheeran,2011,4,Hip-Hop,18769168,0.755,0.333,0.553,0.291,0.073,0.0374,159545,74,D,0,Africa
Dance Love 417Part II,The Weeknd,2004,5,Latin,1362878,0.282,0.71,0.492,0.235,0.143,0.1126,267517,133,G,1,North America
Shadow Light 267,Bad Bunny,1997,7,Indie,19220822,0.465,0.709,0.338,0.228,0.374,0.1236,259911,116,F#,1,Asia
Light Fire 327 - Live,Taylor Swift,2004,9,Hip-Hop,6223345,0.415,0.523,0.527,0.189,0.202,0.0223,211046,82,E,0,Oceania
Sun Dance 200Part II,Imagine Dragons,1995,1,Latin,839981,0.678,0.658,0.534,0.115,0.412,0.0001,196553,148,C,0,Europe
Fire Sun 134 - Live,Beyonce,2019,12,Electronic,20670497,0.864,0.59,0.745,0.45,0.04,0.1439,142593,113,F#,1,Africa
Night Dance 27 (feat. X),Coldplay,2018,9,Pop,6645079,0.923,0.721,0.375,0.172,0.13,0.0557,217680,129,G#,0,Africa
Fire Fire 524,Billie Eilish,1993,6,Latin,2129846,0.42,0.523,0.422,0.519,0.116,0.0275,236489,120,B,1,Oceania
Stars Stars 505Part II,Billie Eilish,2006,11,Pop,5048722,0.814,0.503,0.642,0.145,0.069,0.1974,246493,113,D#,1,Global
Moon Shadow 230,Shawn Mendes,2020,2,Pop,3356492,0.465,0.465,0.251,0.049,0.276,0.0198,150176,98,G,1,Oceania
Night Heart 489,Bad Bunny,2003,10,Indie,27629014,0.634,0.722,0.358,0.168,0.091,0.0031,185522,86,A,1,Asia
Fire Dream 260,Coldplay,2020,12,Electronic,21401320,0.346,0.424,1.0,0.191,0.358,0.0163,187473,69,D,1,Asia
Night Love 378 - Live,BTS,1996,12,Electronic,14851723,0.427,0.62,0.577,0.185,0.212,0.0554,186212,159,G#,1,Asia
Dream Dream 288,Dua Lipa,2011,11,R&B,8998632,0.42,0.726,0.418,0.286,0.248,0.0577,194271,141,G#,1,South America
Dream Light 418,Ed Sheeran,2021,9,Electronic,8226337,0.371,0.535,0.739,0.249,0.061,0.0028,224658,133,C#,0,Oceania
Love Night 391Part II,Shawn Mendes,2014,11,Indie,10755340,0.673,0.89,0.189,0.205,0.01,0.0447,205305,79,F#,0,North America
Love Love 498,Indie Artist 41,2021,4,Country,15701899,0.636,0.382,0.312,0.289,0.011,0.003,248801,118,E,0,Oceania
Dance Night 138,Beyonce,2019,6,Pop,12928461,0.828,0.482,0.671,0.071,0.03,0.0046,173024,124,D#,0,Oceania
Night Light 62Part II,Bruno Mars,2010,9,Electronic,6947362,0.503,0.651,0.341,0.441,0.047,0.0825,197672,97,D#,1,Europe
Heart Light 471 (feat. X),BTS,2018,3,R&B,7995938,0.515,0.481,0.381,0.349,0.017,0.0482,222512,90,G,1,Global
Stars Sun 128,Indie Artist 17,2013,8,Latin,3426350,0.818,0.491,0.844,0.59,0.042,0.0117,189308,115,E,0,Oceania
Dance Light 583,Post Malone,2001,11,Latin,1195595,0.556,0.582,0.617,0.088,0.247,0.066,267019,117,C#,1,Asia
Sun Dance 520,Ed Sheeran,2017,2,Latin,30238543,0.46,0.614,0.779,0.22,0.15,0.0077,221422,140,G#,0,Africa
Sun Dance 64,Billie Eilish,1990,10,Indie,3610232,0.518,0.671,0.204,0.346,0.148,0.0821,183755,64,C,0,Asia
Shadow Sun 14 (feat. X),Beyonce,2000,7,Hip-Hop,3764095,0.231,0.566,0.49,0.131,0.094,0.0426,257461,92,E,1,Europe
Night Light 156,Taylor Swift,2015,6,Indie,3803405,0.525,0.511,0.333,0.033,0.111,0.0018,247911,93,D#,1,Asia
Rain Love 40(Remix),Ariana Grande,2001,12,Latin,49605246,0.849,0.762,0.459,0.177,0.236,0.0035,231676,122,F,0,North America
Shadow Stars 492,Justin Bieber,1991,2,Electronic,5809696,0.665,0.467,0.431,0.279,0.013,0.0942,261354,97,D,0,Africa
Sun Dream 379,Beyonce,2012,11,Pop,31556519,0.523,0.771,0.342,0.119,0.371,0.0171,268000,115,F#,0,Asia
Sun Dream 187 (feat. X),Bruno Mars,2019,8,Rock,3053403,0.548,0.325,0.16,0.105,0.23,0.0005,177901,120,F#,0,Oceania
Sun Heart 216 (feat. X),Shawn Mendes,1993,11,R&B,1346746,0.506,0.512,0.627,0.366,0.028,0.1293,192626,99,F#,0,Europe
Sun Rain 52,Justin Bieber,2005,5,Indie,3093901,0.554,0.631,0.36,0.257,0.076,0.0093,155277,137,F#,1,Africa
Stars Sun 337 (feat. X),Indie Artist 35,2005,2,Rock,1303672,0.605,0.927,0.299,0.256,0.064,0.0,227722,105,C,1,Asia
Night Heart 295,Ed Sheeran,2021,1,Pop,28135101,0.54,0.415,0.284,0.419,0.001,0.013,217188,124,F#,1,Africa
Shadow Moon 251 - Live,Drake,1990,3,R&B,242101,0.424,1.0,0.452,0.265,0.297,0.0048,163651,99,G#,0,Asia
Light Dream 461 - Live,Shawn Mendes,2007,11,Latin,7239636,0.876,0.62,0.378,0.224,0.003,0.0365,204383,130,B,0,Asia
Night Heart 455,Bad Bunny,2008,1,R&B,71963735,0.401,0.595,0.772,0.189,0.218,0.3378,213230,129,A,1,Global
Heart Fire 597Part II,Imagine Dragons,2008,10,Rock,36756538,0.589,0.613,1.0,0.498,0.215,0.0,165659,107,C#,1,South America
Sun Dream 269,Imagine Dragons,2023,8,Pop,22182870,0.658,0.6,0.442,0.123,0.048,0.012,217206,135,D#,0,Europe
Rain Night 201 (feat. X),Billie Eilish,2010,8,Indie,23717914,0.509,0.562,0.801,0.205,0.219,0.0022,194485,130,F,1,Africa
Rain Fire 161 (feat. X),Adele,2005,2,Latin,3537872,0.557,0.459,0.847,0.13,0.073,0.0436,220606,104,D,1,Europe
Stars Rain 401Part II,Beyonce,1994,11,Indie,16108617,0.613,0.639,0.627,0.291,0.283,0.0434,205585,96,D,0,Oceania
Stars Shadow 476,Shawn Mendes,2020,9,R&B,7649555,0.54,0.728,0.686,0.256,0.06,0.0539,226442,112,A#,1,Oceania
Rain Dance 105,Bad Bunny,2005,10,Pop,37702926,0.621,0.09,0.503,0.074,0.276,0.0641,220953,78,G,0,Africa
Dance Love 389,Imagine Dragons,2019,4,R&B,7039173,0.747,1.0,0.521,0.154,0.039,0.0731,162857,91,A#,1,Europe
Night Moon 1,Indie Artist 87,2002,4,Hip-Hop,37177241,0.657,0.897,0.235,0.367,0.039,0.001,202422,85,C,0,North America
Shadow Love 558 - Live,Coldplay,2010,11,Indie,20183069,0.715,0.866,0.549,0.196,0.03,0.0037,182249,100,C#,1,Europe
Stars Love 80,Imagine Dragons,1998,6,Country,26930629,0.539,0.428,0.585,0.632,0.068,0.0568,239571,110,F,0,North America
Love Light 205 (feat. X),Bruno Mars,1996,1,Latin,17302488,0.58,0.837,0.387,0.569,0.101,0.0248,249605,134,F,1,Africa
Stars Rain 34 - Live,Post Malone,2013,7,Rock,8626221,0.504,0.504,0.375,0.187,0.097,0.1035,188843,95,A#,1,Europe
Dance Dance 508(Remix),Post Malone,2020,2,Electronic,20687859,0.372,0.504,0.461,0.481,0.134,0.102,217331,121,E,0,South America
Love Light 427,Coldplay,2022,5,Pop,1906493,0.4,0.555,0.567,0.349,0.03,0.0986,210375,79,E,1,Europe
Shadow Love 454,Taylor Swift,1995,6,Rock,20651845,0.487,0.58,0.391,0.327,0.095,0.0546,210220,128,B,0,Africa
Light Love 366 - Live,Bad Bunny,2012,6,Latin,3510606,0.541,0.463,0.348,0.223,0.128,0.0987,227912,87,G,1,North America
Fire Night 91,Drake,2015,8,Indie,5391499,0.585,0.603,0.642,0.231,0.17,0.0,290343,100,F#,0,Asia
Fire Light 339,Coldplay,2010,10,Indie,3508215,0.309,0.76,0.237,0.029,0.118,0.0208,205289,85,B,1,North America
Light Night 345,Taylor Swift,2002,9,Hip-Hop,35999584,0.623,0.485,0.907,0.31,0.21,0.0001,173724,111,G,1,Oceania
Light Fire 241,Ariana Grande,2019,3,Pop,211837,0.614,0.493,0.392,0.549,0.125,0.0353,235502,118,G#,1,Africa
Moon Night 13,Ariana Grande,1993,1,Latin,24817616,0.728,0.488,0.353,0.335,0.332,0.0298,243587,140,F#,1,South America
Dance Rain 315 (feat. X),Adele,2014,8,Indie,284542,0.592,0.784,0.462,0.17,0.048,0.0114,221002,119,B,0,Africa
Moon Moon 387Part II,Drake,1990,11,Hip-Hop,31027512,0.431,0.332,0.582,0.074,0.071,0.0009,209846,117,C#,0,North America
Fire Sun 273 - Live,Bruno Mars,1990,12,Latin,8762857,0.71,0.614,0.398,0.518,0.021,0.0057,172915,135,C,0,North America
Moon Heart 166,Ariana Grande,2011,6,Latin,622760,0.782,0.552,0.382,0.33,0.114,0.0228,249859,116,C#,1,Africa
Sun Dream 594Part II,Taylor Swift,1992,8,Pop,1547859,0.669,0.616,0.651,0.103,0.481,0.0041,215721,114,E,1,Africa
Stars Stars 484 (feat. X),Taylor Swift,2008,2,Electronic,10029437,0.584,0.388,0.818,0.145,0.147,0.1439,167788,75,A#,1,Africa
Stars Stars 585,Coldplay,1994,8,Indie,8727910,0.628,0.335,0.576,0.314,0.124,0.1092,207146,81,E,1,Europe
Heart Sun 504,The Weeknd,2015,4,Electronic,391762,0.66,0.458,0.591,0.102,0.075,0.0326,174121,115,F#,0,North America
Sun Stars 243,Billie Eilish,2009,4,Country,29557969,0.531,0.533,0.501,0.417,0.023,0.0071,181236,82,B,1,North America
Sun Rain 562,Beyonce,1998,10,Country,5662092,0.231,0.423,0.477,0.425,0.008,0.0098,206923,120,A,1,Asia
Love Stars 189(Remix),Coldplay,2011,1,R&B,3632126,0.506,0.711,0.856,0.253,0.082,0.0333,203163,122,B,1,North America
Shadow Stars 475,Coldplay,2015,12,Indie,2703249,0.565,0.098,0.578,0.131,0.354,0.3716,199426,152,G#,0,Africa
Shadow Heart 510 (feat. X),Adele,1999,2,Indie,12813319,0.766,0.532,0.752,0.12,0.101,0.0272,145830,106,C#,0,Africa
Dance Heart 58 - Live,Imagine Dragons,2016,7,Hip-Hop,7510475,0.892,0.617,0.364,0.086,0.327,0.1249,167785,134,D,0,Oceania
Love Night 474Part II,Bruno Mars,2006,11,Pop,5145470,0.551,0.638,0.702,0.185,0.034,0.0012,238214,113,A#,1,Africa
Moon Stars 560Part II,Indie Artist 93,2013,7,Rock,2274424,0.567,0.297,0.596,0.05,0.272,0.0043,203843,105,E,0,Asia
Dance Dream 252,Imagine Dragons,2020,10,Pop,13277373,0.498,0.075,0.605,0.087,0.071,0.0314,221012,107,E,0,Europe
Fire Night 21Part II,Coldplay,2022,2,Rock,1997634,0.627,1.0,0.459,0.226,0.234,0.0408,180311,107,C,0,Global
Rain Light 313,Billie Eilish,1990,7,Rock,7009226,0.692,0.611,0.379,0.386,0.023,0.0014,221941,117,A#,1,Europe
Heart Shadow 459Part II,Ed Sheeran,2005,2,Pop,245325,0.707,1.0,0.591,0.263,0.025,0.0911,194440,144,G#,0,Africa
Sun Shadow 160Part II,Shawn Mendes,2006,1,Indie,2109664,0.624,0.61,0.845,0.395,0.101,0.0356,222764,133,C,0,South America
Dance Love 276Part II,Indie Artist 55,2017,7,Electronic,8441171,0.597,0.652,0.264,0.258,0.134,0.002,212592,101,A#,1,Africa
Rain Fire 191 (feat. X),Taylor Swift,1999,5,Hip-Hop,3402002,0.481,0.694,0.133,0.03,0.011,0.0754,245476,156,D,1,Oceania
Dance Sun 385,Imagine Dragons,2004,2,Hip-Hop,5960198,0.476,0.375,0.82,0.062,0.079,0.0735,192646,108,G#,0,Asia
Heart Moon 413,Ed Sheeran,1996,1,Pop,2512808,0.471,0.524,0.624,0.393,0.055,0.4151,215862,124,G,0,Europe
Rain Light 491,Post Malone,2023,10,Rock,1140462,0.416,0.771,0.749,0.405,0.023,0.0141,188799,124,F,0,North America
Dance Dream 343,Imagine Dragons,2018,8,Indie,541795,0.532,0.831,0.709,0.276,0.137,0.019,191852,119,A#,1,Asia
Rain Rain 308Part II,Bad Bunny,2022,7,Hip-Hop,3986587,0.422,0.959,0.409,0.335,0.218,0.0021,206669,94,G,0,North America
Heart Love 130Part II,Drake,2003,11,Country,29411412,0.682,0.577,0.566,0.49,0.108,0.0036,224480,102,G#,0,Europe
Fire Shadow 99 (feat. X),Drake,2016,1,Latin,14152627,0.564,0.526,0.351,0.447,0.043,0.1106,192184,133,A,0,South America
Rain Night 372,Billie Eilish,2018,4,Pop,5614157,0.479,0.56,0.291,0.529,0.137,0.0511,234733,111,F,0,North America
Stars Dream 87Part II,Coldplay,2010,1,Latin,6754428,0.502,0.27,0.602,0.252,0.035,0.0011,222727,112,C,0,Global
Light Love 458,Adele,2021,12,Hip-Hop,5415392,0.601,0.267,0.091,0.125,0.188,0.0175,160929,104,G#,0,Europe
Shadow Light 330 (feat. X),The Weeknd,2021,2,R&B,6073776,0.552,0.315,0.728,0.084,0.08,0.0983,207737,143,E,0,Europe
Dream Fire 214 (feat. X),Adele,2017,10,Electronic,10749535,0.629,0.702,0.29,0.281,0.257,0.0024,186761,118,G,0,South America
Moon Shadow 466,Beyonce,1996,12,Hip-Hop,5137583,0.637,0.161,0.463,0.152,0.194,0.047,231501,117,D,0,Africa
Dance Rain 121,Taylor Swift,2020,6,Hip-Hop,13402646,0.448,0.483,0.654,0.234,0.134,0.0107,183946,99,G#,0,Asia
Light Rain 20,Adele,2004,8,Country,20661695,0.56,0.424,0.411,0.21,0.348,0.0039,183274,63,A#,1,South America
Fire Shadow 71(Remix),Dua Lipa,1996,4,Pop,4376558,0.477,0.223,0.618,0.424,0.01,0.0007,193072,113,A#,0,North America
Rain Sun 106(Remix),The Weeknd,1996,2,Hip-Hop,12654217,0.723,0.443,0.725,0.05,0.059,0.0013,194603,79,G#,1,North America
Heart Sun 270,Indie Artist 87,2017,3,Country,15004698,0.649,0.35,0.461,0.505,0.068,0.0876,188191,60,D#,0,Europe
Rain Love 435,Drake,2017,4,Rock,33481330,0.41,0.774,0.338,0.312,0.253,0.0199,175336,124,C,0,Oceania
